word,disgust,surprise,neutral,anger,sad,happy,fear
creation , 0.004464286 , 0.058035716 , 0.004464286 , 0.004464286 , 0.013392858 , 0.06696429 , 0.013392858
creative , 5.624297E-4 , 0.01631046 , 5.624297E-4 , 0.0073115868 , 0.008436446 , 0.10179978 , 0.010686165
credits , 0.010204082 , 0.05102041 , 0.010204082 , 0.05102041 , 0.010204082 , 0.05102041 , 0.010204082
crime , 1.2709711E-4 , 6.354855E-4 , 1.2709711E-4 , 6.354855E-4 , 3.8129132E-4 , 0.0013980682 , 0.14018811
criminal , 0.017857144 , 0.017857144 , 0.017857144 , 0.08928572 , 0.017857144 , 0.053571433 , 0.017857144
criteria , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287
critical , 7.215008E-4 , 0.0021645024 , 7.215008E-4 , 0.12914863 , 0.0036075036 , 7.215008E-4 , 0.00937951
cruise , 0.014285715 , 0.042857148 , 0.014285715 , 0.042857148 , 0.014285715 , 0.042857148 , 0.042857148
crystal , 0.010204082 , 0.05102041 , 0.010204082 , 0.010204082 , 0.010204082 , 0.071428575 , 0.030612247
ct , 0.017857144 , 0.017857144 , 0.017857144 , 0.017857144 , 0.017857144 , 0.125 , 0.017857144
cum , 0.023809526 , 0.023809526 , 0.023809526 , 0.11904762 , 0.023809526 , 0.023809526 , 0.023809526
customers , 0.02747253 , 0.02747253 , 0.005494506 , 0.049450554 , 0.016483517 , 0.02747253 , 0.016483517
cvs , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287
cycle , 0.0029761908 , 0.026785716 , 0.0029761908 , 0.026785716 , 0.0625 , 0.0029761908 , 0.032738097
da , 0.005494506 , 0.082417585 , 0.005494506 , 0.005494506 , 0.016483517 , 0.02747253 , 0.02747253
dallas , 0.017857144 , 0.053571433 , 0.017857144 , 0.017857144 , 0.017857144 , 0.08928572 , 0.017857144
damage , 0.0037593986 , 0.02631579 , 0.0037593986 , 0.041353386 , 0.048872184 , 0.02631579 , 0.011278195
dan , 0.017857144 , 0.053571433 , 0.017857144 , 0.017857144 , 0.08928572 , 0.017857144 , 0.017857144
dance , 0.0027829313 , 0.023191096 , 9.2764385E-4 , 0.017625233 , 0.017625233 , 0.071428575 , 0.013914657
daniel , 0.0034013607 , 0.09863946 , 0.0034013607 , 0.017006803 , 0.023809526 , 0.0034013607 , 0.010204082
daughter , 0.0023041475 , 0.03456221 , 7.680492E-4 , 0.031490017 , 0.01920123 , 0.031490017 , 0.02688172
dave , 0.007936508 , 0.023809526 , 0.007936508 , 0.103174604 , 0.007936508 , 0.007936508 , 0.023809526
davis , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287
deal , 7.36377E-4 , 0.022827689 , 7.36377E-4 , 0.01988218 , 0.040500738 , 0.025773196 , 0.036082473
dealer , 0.014285715 , 0.014285715 , 0.014285715 , 0.071428575 , 0.014285715 , 0.071428575 , 0.014285715
death , 0.0021764939 , 0.010091018 , 1.9786308E-4 , 0.008508112 , 0.020379897 , 0.010486745 , 0.09200634
debt , 0.0059523815 , 0.017857144 , 0.0059523815 , 0.029761905 , 0.017857144 , 0.065476194 , 0.029761905
decided , 0.004409171 , 0.018518519 , 2.9394473E-4 , 0.023809526 , 0.032039978 , 0.039682545 , 0.025573192
decisions , 0.010822511 , 0.02813853 , 0.0021645024 , 0.015151517 , 0.032467537 , 0.015151517 , 0.04978355
dedicated , 0.006493507 , 0.032467537 , 0.006493507 , 0.032467537 , 0.01948052 , 0.05844156 , 0.01948052
deep , 0.005022322 , 0.030691966 , 5.5803574E-4 , 0.021763394 , 0.020647323 , 0.03404018 , 0.03292411
defense , 0.010204082 , 0.05102041 , 0.010204082 , 0.010204082 , 0.010204082 , 0.05102041 , 0.05102041
define , 0.011904763 , 0.011904763 , 0.011904763 , 0.05952381 , 0.035714287 , 0.011904763 , 0.05952381
degree , 0.0021645024 , 0.045454547 , 0.0021645024 , 0.02813853 , 0.01948052 , 0.045454547 , 0.010822511
degrees , 0.0071428576 , 0.035714287 , 0.0071428576 , 0.05 , 0.06428572 , 0.0071428576 , 0.0071428576
delete , 0.0047619054 , 0.014285715 , 0.0047619054 , 0.052380957 , 0.042857148 , 0.023809526 , 0.023809526
delivered , 0.071428575 , 0.023809526 , 0.023809526 , 0.071428575 , 0.023809526 , 0.023809526 , 0.023809526
delivery , 3.3222593E-6 , 3.654485E-5 , 0.001332226 , 2.3255814E-5 , 3.3222593E-6 , 9.966778E-6 , 3.654485E-5
delta , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287
depth , 0.0037593986 , 0.02631579 , 0.0037593986 , 0.018796993 , 0.02631579 , 0.018796993 , 0.06390978
des , 0.023809526 , 0.071428575 , 0.023809526 , 0.071428575 , 0.023809526 , 0.023809526 , 0.023809526
designated , 0.023809526 , 0.071428575 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.071428575
designer , 0.014285715 , 0.042857148 , 0.014285715 , 0.071428575 , 0.014285715 , 0.014285715 , 0.042857148
designs , 0.007936508 , 0.08730159 , 0.007936508 , 0.023809526 , 0.007936508 , 0.007936508 , 0.039682545
desk , 0.00974026 , 0.016233768 , 0.0032467535 , 0.042207796 , 0.042207796 , 0.02922078 , 0.016233768
despite , 0.0047619054 , 0.02910053 , 5.2910054E-4 , 0.028042328 , 0.033333335 , 0.020634923 , 0.02910053
destination , 0.035714287 , 0.011904763 , 0.011904763 , 0.011904763 , 0.035714287 , 0.035714287 , 0.05952381
determined , 7.9365086E-4 , 0.010317462 , 7.9365086E-4 , 0.005555556 , 0.010317462 , 0.11190477 , 0.0071428576
diamond , 0.014285715 , 0.014285715 , 0.014285715 , 0.014285715 , 0.042857148 , 0.071428575 , 0.042857148
die , 3.4674065E-4 , 0.0065880725 , 3.4674065E-4 , 0.008668516 , 0.008668516 , 0.007975034 , 0.11199723
died , 6.423433E-4 , 0.003468654 , 1.2846866E-4 , 0.003468654 , 0.028134637 , 0.0026978417 , 0.1049589
diet , 0.002747253 , 0.030219782 , 9.15751E-4 , 0.0045787552 , 0.09615385 , 0.002747253 , 0.010073261
dining , 0.06746032 , 0.011904763 , 0.003968254 , 0.051587302 , 0.003968254 , 0.019841272 , 0.003968254
dinner , 0.025557013 , 0.021625165 , 6.55308E-4 , 0.033420708 , 0.024246398 , 0.025557013 , 0.015072085
direction , 0.0013736265 , 0.023351649 , 0.0013736265 , 0.020604398 , 0.026098901 , 0.03159341 , 0.04532967
directors , 0.014285715 , 0.014285715 , 0.014285715 , 0.071428575 , 0.014285715 , 0.042857148 , 0.042857148
disc , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866
discount , 0.017857144 , 0.125 , 0.017857144 , 0.017857144 , 0.017857144 , 0.017857144 , 0.017857144
discover , 0.007936508 , 0.071428575 , 0.0026455028 , 0.013227513 , 0.007936508 , 0.013227513 , 0.039682545
discuss , 0.020089287 , 0.011160715 , 0.002232143 , 0.029017858 , 0.020089287 , 0.015625 , 0.055803575
discussions , 0.008928572 , 0.026785716 , 0.008928572 , 0.04464286 , 0.008928572 , 0.008928572 , 0.08035715
disease , 0.0025510206 , 0.022959184 , 0.0025510206 , 0.053571433 , 0.04336735 , 0.0076530618 , 0.022959184
disney , 0.0071428576 , 0.05 , 0.0071428576 , 0.05 , 0.035714287 , 0.021428574 , 0.0071428576
displayed , 0.035714287 , 0.05952381 , 0.011904763 , 0.011904763 , 0.011904763 , 0.035714287 , 0.035714287
distributed , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.11904762
dj , 0.011904763 , 0.05952381 , 0.011904763 , 0.035714287 , 0.035714287 , 0.035714287 , 0.011904763
doc , 0.011904763 , 0.011904763 , 0.011904763 , 0.011904763 , 0.05952381 , 0.035714287 , 0.05952381
doctor , 0.006493507 , 0.021335807 , 9.2764385E-4 , 0.008348795 , 0.038033396 , 0.021335807 , 0.051020406
dogs , 0.012820514 , 0.020146523 , 0.001831502 , 0.0091575105 , 0.012820514 , 0.038461544 , 0.056776565
dollar , 0.026785716 , 0.026785716 , 0.008928572 , 0.026785716 , 0.008928572 , 0.0625 , 0.026785716
domestic , 0.017857144 , 0.017857144 , 0.017857144 , 0.125 , 0.017857144 , 0.017857144 , 0.017857144
don , 5.769675E-5 , 0.027636742 , 5.769675E-5 , 0.026367413 , 0.038945306 , 0.020482345 , 0.029598432
dot , 0.0059523815 , 0.029761905 , 0.0059523815 , 0.053571433 , 0.0059523815 , 0.065476194 , 0.0059523815
draft , 0.004464286 , 0.040178575 , 0.004464286 , 0.013392858 , 0.03125 , 0.040178575 , 0.03125
dream , 5.624297E-4 , 0.055680543 , 5.624297E-4 , 0.014060743 , 0.0208099 , 0.0208099 , 0.03318335
dress , 0.008196722 , 0.040983606 , 0.0011709601 , 0.017564405 , 0.019906323 , 0.04800937 , 0.012880562
drink , 0.0153061235 , 0.026967932 , 7.28863E-4 , 0.032798834 , 0.04008746 , 0.0153061235 , 0.0153061235
drivers , 0.023809526 , 0.010204082 , 0.0034013607 , 0.06462585 , 0.0034013607 , 0.023809526 , 0.030612247
drives , 0.035714287 , 0.05 , 0.0071428576 , 0.035714287 , 0.0071428576 , 0.035714287 , 0.0071428576
driving , 0.008760109 , 0.019541781 , 6.738545E-4 , 0.031671163 , 0.014150944 , 0.030323451 , 0.04110513
drop , 0.0017006804 , 0.025510205 , 0.0017006804 , 0.028911566 , 0.045918368 , 0.0153061235 , 0.032312926
drugs , 0.06883117 , 0.032467537 , 0.0012987013 , 0.00909091 , 0.00909091 , 0.00909091 , 0.01948052
dry , 0.010822511 , 0.02813853 , 0.0021645024 , 0.032467537 , 0.036796536 , 0.023809526 , 0.01948052
duty , 0.00487013 , 0.02435065 , 0.0016233767 , 0.030844158 , 0.01461039 , 0.060064934 , 0.01461039
dynamic , 0.010204082 , 0.030612247 , 0.010204082 , 0.030612247 , 0.010204082 , 0.071428575 , 0.030612247
earlier , 0.0022091311 , 0.018409425 , 7.36377E-4 , 0.03902798 , 0.031664215 , 0.021354934 , 0.033136968
easier , 0.0018796993 , 0.02443609 , 0.0018796993 , 0.046992477 , 0.020676693 , 0.016917294 , 0.039473683
easy , 7.2639227E-6 , 1.1380146E-4 , 9.709444E-4 , 9.927361E-5 , 1.08958826E-4 , 7.506055E-5 , 6.53753E-5
eat , 0.01845419 , 0.017151542 , 2.1710813E-4 , 0.021927921 , 0.06969171 , 0.009335649 , 0.007164568
economic , 0.0071428576 , 0.06428572 , 0.0071428576 , 0.0071428576 , 0.021428574 , 0.06428572 , 0.0071428576
economics , 0.01948052 , 0.032467537 , 0.006493507 , 0.032467537 , 0.006493507 , 0.05844156 , 0.01948052
editorial , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287
eight , 0.0031055904 , 0.034161493 , 0.0031055904 , 0.015527951 , 0.059006214 , 0.027950311 , 0.015527951
either , 0.006390978 , 0.033458646 , 3.7593988E-4 , 0.02894737 , 0.024436092 , 0.020676695 , 0.030451128
election , 3.3692725E-4 , 0.003032345 , 3.3692725E-4 , 0.0016846362 , 0.0016846362 , 3.3692725E-4 , 0.1371294
electrical , 0.014285715 , 0.042857148 , 0.014285715 , 0.071428575 , 0.014285715 , 0.042857148 , 0.014285715
element , 0.006493507 , 0.032467537 , 0.006493507 , 0.006493507 , 0.045454547 , 0.032467537 , 0.045454547
em , 0.008928572 , 0.04464286 , 0.008928572 , 0.0625 , 0.026785716 , 0.008928572 , 0.026785716
emergency , 0.0012106538 , 0.0036319613 , 0.0012106538 , 0.0036319613 , 0.0060532694 , 0.0036319613 , 0.12953995
empty , 7.8492943E-4 , 0.021193095 , 7.8492943E-4 , 0.014913659 , 0.07927787 , 0.011773941 , 0.018053377
ended , 0.0028801844 , 0.02246544 , 5.7603687E-4 , 0.021313366 , 0.036290325 , 0.032834105 , 0.029377881
ends , 0.0021645024 , 0.02813853 , 0.0021645024 , 0.041125543 , 0.032467537 , 0.015151517 , 0.032467537
energy , 1.9952115E-4 , 0.018954512 , 1.9952115E-4 , 0.006185156 , 0.070031926 , 0.03451716 , 0.01376696
enjoy , 2.891845E-4 , 0.030942744 , 2.891845E-4 , 0.017640255 , 0.02689416 , 0.046558704 , 0.02168884
enter , 8.640553E-6 , 3.7442398E-5 , 0.001154954 , 4.3202763E-5 , 1.4400922E-5 , 1.12327194E-4 , 7.2004616E-5
environment , 4.3029264E-5 , 6.5978194E-5 , 0.0011503156 , 2.5817557E-5 , 4.3029264E-5 , 5.450373E-5 , 6.0240967E-5
equal , 0.0071428576 , 0.021428574 , 0.0071428576 , 0.021428574 , 0.035714287 , 0.05 , 0.035714287
equity , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287
eric , 0.005494506 , 0.02747253 , 0.005494506 , 0.049450554 , 0.016483517 , 0.02747253 , 0.038461544
errors , 0.083333336 , 0.011904763 , 0.011904763 , 0.011904763 , 0.035714287 , 0.011904763 , 0.035714287
es , 0.023809526 , 0.023809526 , 0.023809526 , 0.071428575 , 0.023809526 , 0.071428575 , 0.023809526
especially , 0.0038759692 , 0.022702105 , 1.8456996E-4 , 0.037098564 , 0.026024364 , 0.019379845 , 0.034514584
essential , 0.005494506 , 0.02747253 , 0.005494506 , 0.016483517 , 0.049450554 , 0.02747253 , 0.038461544
estimated , 0.010204082 , 0.05102041 , 0.010204082 , 0.091836736 , 0.010204082 , 0.010204082 , 0.010204082
eu , 0.017857144 , 0.08928572 , 0.017857144 , 0.053571433 , 0.017857144 , 0.017857144 , 0.017857144
europe , 0.019841272 , 0.011904763 , 0.003968254 , 0.043650795 , 0.02777778 , 0.02777778 , 0.02777778
evaluation , 0.010204082 , 0.030612247 , 0.010204082 , 0.030612247 , 0.030612247 , 0.030612247 , 0.05102041
evening , 0.0130308885 , 0.012065638 , 4.826255E-4 , 0.03137066 , 0.027509654 , 0.03137066 , 0.029440157
exactly , 0.0030303032 , 0.051515155 , 4.3290044E-4 , 0.017748918 , 0.016017316 , 0.035064936 , 0.021212123
excellent , 0.038461544 , 0.02747253 , 0.005494506 , 0.02747253 , 0.016483517 , 0.02747253 , 0.02747253
exclusive , 0.011904763 , 0.011904763 , 0.011904763 , 0.011904763 , 0.107142866 , 0.035714287 , 0.011904763
expect , 0.0024295435 , 0.022837708 , 4.8590865E-4 , 0.013119535 , 0.009232265 , 0.0782313 , 0.018950438
experience , 7.471608E-6 , 1.8977886E-4 , 5.9922296E-4 , 1.18051415E-4 , 1.2104006E-4 , 2.1368799E-4 , 1.8679019E-4
experts , 0.017857144 , 0.017857144 , 0.017857144 , 0.125 , 0.017857144 , 0.017857144 , 0.017857144
explore , 0.0032467535 , 0.055194806 , 0.0032467535 , 0.00974026 , 0.016233768 , 0.042207796 , 0.02922078
exposure , 0.010204082 , 0.030612247 , 0.010204082 , 0.030612247 , 0.010204082 , 0.010204082 , 0.091836736
expression , 0.0021645024 , 0.045454547 , 0.0021645024 , 0.02813853 , 0.032467537 , 0.02813853 , 0.015151517
extended , 0.005102041 , 0.035714287 , 0.005102041 , 0.025510205 , 0.045918368 , 0.005102041 , 0.045918368
extension , 0.008928572 , 0.026785716 , 0.008928572 , 0.026785716 , 0.026785716 , 0.008928572 , 0.08035715
extreme , 0.0076530618 , 0.053571433 , 0.0025510206 , 0.022959184 , 0.04336735 , 0.0076530618 , 0.017857144
face , 0.0029274004 , 0.036885247 , 1.9516003E-4 , 0.024785327 , 0.015027323 , 0.04195941 , 0.022053083
fact , 0.004166667 , 0.03154762 , 1.9841272E-4 , 0.028373018 , 0.0375 , 0.015674604 , 0.02638889
factory , 0.0867347 , 0.0153061235 , 0.005102041 , 0.005102041 , 0.0153061235 , 0.0153061235 , 0.025510205
facts , 0.030612247 , 0.010204082 , 0.0034013607 , 0.030612247 , 0.030612247 , 0.04421769 , 0.010204082
fail , 0.0012831481 , 0.00641574 , 4.2771603E-4 , 0.11591104 , 0.0012831481 , 0.0106929 , 0.008982036
failed , 0.011715798 , 0.0026455028 , 3.7792895E-4 , 0.06991686 , 0.04270597 , 0.013227513 , 0.0041572186
failure , 0.0016926203 , 0.0044008126 , 3.3852406E-4 , 0.009140149 , 0.015233582 , 0.0023696683 , 0.11137441
fair , 0.021428574 , 0.021428574 , 0.0014285714 , 0.024285715 , 0.035714287 , 0.027142858 , 0.018571429
faith , 7.763976E-4 , 0.014751554 , 7.763976E-4 , 0.024068324 , 0.011645963 , 0.047360253 , 0.047360253
fall , 9.041592E-4 , 0.0132007245 , 1.8083183E-4 , 0.008137433 , 0.009222424 , 0.009222424 , 0.102893315
falls , 0.0153061235 , 0.045918368 , 0.005102041 , 0.005102041 , 0.0153061235 , 0.025510205 , 0.056122452
false , 0.02747253 , 0.02747253 , 0.001831502 , 0.038461544 , 0.023809526 , 0.020146523 , 0.012820514
famous , 0.004464286 , 0.058035716 , 0.004464286 , 0.040178575 , 0.02232143 , 0.02232143 , 0.013392858
fan , 0.0018796993 , 0.043233085 , 0.0018796993 , 0.02443609 , 0.02443609 , 0.03195489 , 0.02443609
fans , 0.0059523815 , 0.029761905 , 0.001984127 , 0.053571433 , 0.009920636 , 0.021825397 , 0.029761905
fantasy , 0.005494506 , 0.082417585 , 0.005494506 , 0.016483517 , 0.016483517 , 0.02747253 , 0.016483517
far , 0.0012487513 , 0.052197803 , 2.4975027E-4 , 0.015734266 , 0.028221779 , 0.021228772 , 0.025224777
faster , 0.010822511 , 0.032467537 , 0.0021645024 , 0.010822511 , 0.045454547 , 0.01948052 , 0.032467537
fat , 0.020879123 , 0.023076925 , 0.0010989011 , 0.025274727 , 0.047252752 , 0.012087913 , 0.018681321
favorites , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.11904762 , 0.023809526 , 0.023809526
fear , 4.1192948E-4 , 0.0050255395 , 8.238589E-5 , 0.004201681 , 0.003377822 , 0.007332345 , 0.12283738
features , 1.6160311E-5 , 9.372981E-5 , 0.0012960569 , 3.2320625E-6 , 1.6160311E-5 , 9.696187E-6 , 9.696187E-6
feedback , 3.3222593E-6 , 2.3255814E-5 , 0.001332226 , 3.3222593E-6 , 1.6611297E-5 , 2.9900333E-5 , 3.654485E-5
feeds , 0.014285715 , 0.014285715 , 0.014285715 , 0.042857148 , 0.071428575 , 0.042857148 , 0.014285715
felt , 0.019819312 , 0.022077924 , 5.6465276E-5 , 0.02557877 , 0.021513272 , 0.029418409 , 0.024675326
festival , 0.0153061235 , 0.035714287 , 0.005102041 , 0.056122452 , 0.0153061235 , 0.0153061235 , 0.025510205
fiction , 0.008928572 , 0.026785716 , 0.008928572 , 0.04464286 , 0.026785716 , 0.026785716 , 0.04464286
fight , 0.0013176145 , 0.0018723995 , 6.9348134E-5 , 0.049583916 , 0.0020110959 , 0.0017337032 , 0.086615816
figures , 0.005494506 , 0.016483517 , 0.005494506 , 0.02747253 , 0.016483517 , 0.060439564 , 0.038461544
filed , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287
fill , 0.0016611296 , 0.024916943 , 0.0016611296 , 0.041528244 , 0.024916943 , 0.034883723 , 0.021594686
film , 2.020408E-4 , 1.367347E-4 , 8.183673E-4 , 7.142858E-5 , 3.877551E-5 , 9.183673E-5 , 7.9591846E-5
films , 0.046583854 , 0.046583854 , 0.0031055904 , 0.0031055904 , 0.015527951 , 0.00931677 , 0.034161493
finding , 0.0059523815 , 0.029761905 , 6.613757E-4 , 0.017857144 , 0.028439155 , 0.039021164 , 0.024470901
fine , 0.0023809527 , 0.0138095245 , 4.761905E-4 , 0.010000001 , 0.012857144 , 0.07380953 , 0.031904764
finish , 0.0066273934 , 0.03902798 , 7.36377E-4 , 0.013991164 , 0.040500738 , 0.02724595 , 0.018409425
finished , 0.0016611296 , 0.034883723 , 5.5370986E-4 , 0.026024364 , 0.021594685 , 0.03820598 , 0.022702105
fire , 0.003840246 , 0.011520738 , 7.680492E-4 , 0.008448541 , 0.008448541 , 0.023809526 , 0.089861766
firm , 0.0059523815 , 0.041666668 , 0.0059523815 , 0.053571433 , 0.029761905 , 0.029761905 , 0.0059523815
fishing , 0.0047619054 , 0.052380957 , 0.0047619054 , 0.014285715 , 0.014285715 , 0.033333335 , 0.042857148
fit , 5.9031876E-4 , 0.020661157 , 5.9031876E-4 , 0.032467537 , 0.01475797 , 0.05844156 , 0.018299883
fitness , 0.0028571428 , 0.025714288 , 0.0028571428 , 0.0028571428 , 0.042857148 , 0.014285715 , 0.06571429
fix , 0.0018796993 , 0.016917294 , 0.0018796993 , 0.043233085 , 0.065789476 , 0.009398497 , 0.013157894
flag , 0.011904763 , 0.05952381 , 0.011904763 , 0.011904763 , 0.035714287 , 0.035714287 , 0.035714287
flight , 0.0035714288 , 0.039285716 , 0.0035714288 , 0.0035714288 , 0.025 , 0.03214286 , 0.053571433
flights , 0.008928572 , 0.026785716 , 0.008928572 , 0.0625 , 0.026785716 , 0.008928572 , 0.04464286
flower , 0.010204082 , 0.05102041 , 0.010204082 , 0.010204082 , 0.030612247 , 0.05102041 , 0.030612247
flowers , 0.011904763 , 0.026190478 , 0.0023809527 , 0.021428574 , 0.016666668 , 0.06428572 , 0.011904763
fly , 0.00974026 , 0.0487013 , 0.0032467535 , 0.00974026 , 0.02922078 , 0.02922078 , 0.02922078
followed , 0.0053763445 , 0.014592934 , 7.680492E-4 , 0.0053763445 , 0.011520738 , 0.014592934 , 0.094470054
follows , 0.023809526 , 0.023809526 , 0.023809526 , 0.071428575 , 0.023809526 , 0.071428575 , 0.023809526
font , 9.920635E-4 , 0.006944445 , 9.920635E-4 , 0.004960318 , 0.020833334 , 0.1061508 , 0.006944445
forced , 0.004407776 , 0.0012432188 , 1.130199E-4 , 0.12059224 , 0.0012432188 , 0.0016952984 , 0.014127487
forces , 0.006493507 , 0.006493507 , 0.006493507 , 0.006493507 , 0.032467537 , 0.11038961 , 0.006493507
forecast , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287
forgot , 3.0395138E-4 , 0.0051671737 , 3.0395138E-4 , 0.12553191 , 0.003951368 , 0.006382979 , 0.0027355624
fort , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287
fr , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287
frames , 0.017857144 , 0.053571433 , 0.017857144 , 0.017857144 , 0.053571433 , 0.017857144 , 0.053571433
framework , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866
frank , 0.008928572 , 0.026785716 , 0.008928572 , 0.026785716 , 0.0625 , 0.026785716 , 0.026785716
freedom , 0.004043127 , 0.05256065 , 0.001347709 , 0.020215636 , 0.02560647 , 0.020215636 , 0.02560647
frequency , 0.007936508 , 0.023809526 , 0.007936508 , 0.007936508 , 0.023809526 , 0.023809526 , 0.08730159
frequently , 0.022167487 , 0.007389163 , 0.0024630544 , 0.022167487 , 0.041871924 , 0.032019705 , 0.027093597
fresh , 0.0021008404 , 0.031512607 , 0.0021008404 , 0.0021008404 , 0.039915968 , 0.06092437 , 0.014705883
friends , 0.016394896 , 0.015508685 , 8.862106E-5 , 0.042272247 , 0.019762496 , 0.026852181 , 0.022421129
fuck , 0.0017857144 , 0.037500005 , 0.0017857144 , 0.033928573 , 0.030357145 , 0.033928573 , 0.0125
fucking , 0.003644315 , 0.025510205 , 7.28863E-4 , 0.04008746 , 0.045918364 , 0.01676385 , 0.013848397
fuel , 0.006493507 , 0.01948052 , 0.006493507 , 0.05844156 , 0.045454547 , 0.006493507 , 0.032467537
fully , 8.8183425E-4 , 0.032627866 , 8.8183425E-4 , 0.022045856 , 0.023809526 , 0.036155205 , 0.0308642
fun , 2.2414824E-5 , 1.0310819E-4 , 5.9922296E-4 , 8.218769E-5 , 6.425583E-5 , 5.0657504E-4 , 5.8278543E-5
funny , 7.763976E-4 , 0.086801246 , 1.552795E-4 , 0.0026397516 , 0.0026397516 , 0.047981367 , 0.0026397516
future , 2.630514E-5 , 8.700931E-5 , 8.1141246E-4 , 6.6774584E-5 , 8.700931E-5 , 1.0319709E-4 , 2.5698097E-4
gain , 0.0017006804 , 0.0153061235 , 0.0017006804 , 0.008503402 , 0.0867347 , 0.018707484 , 0.018707484
gambling , 0.011904763 , 0.05952381 , 0.011904763 , 0.035714287 , 0.05952381 , 0.011904763 , 0.011904763
gaming , 0.005102041 , 0.07653062 , 0.005102041 , 0.025510205 , 0.0153061235 , 0.005102041 , 0.035714287
garden , 2.0833335E-5 , 3.27381E-5 , 0.0011934525 , 5.6547622E-5 , 3.869048E-5 , 7.4404765E-5 , 2.6785718E-5
gave , 0.008175559 , 0.015920827 , 4.302926E-4 , 0.027108435 , 0.021084337 , 0.058089502 , 0.014199656
gay , 1.7182132E-5 , 3.1909673E-5 , 9.842906E-4 , 1.2272951E-5 , 7.3637702E-6 , 3.1664214E-4 , 7.1183116E-5
gb , 0.017857144 , 0.017857144 , 0.017857144 , 0.08928572 , 0.053571433 , 0.017857144 , 0.017857144
gear , 0.005494506 , 0.02747253 , 0.005494506 , 0.049450554 , 0.038461544 , 0.038461544 , 0.005494506
gender , 0.023809526 , 0.071428575 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.071428575
gene , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287
gift , 1.8362101E-6 , 4.5905254E-5 , 7.363202E-4 , 4.2232834E-5 , 4.5905254E-5 , 5.5269926E-4 , 1.285347E-5
gifts , 0.0037593986 , 0.018796993 , 0.0037593986 , 0.056390982 , 0.018796993 , 0.048872184 , 0.011278195
girls , 8.319805E-5 , 8.319805E-5 , 8.1371755E-4 , 2.2118511E-4 , 1.0754871E-4 , 7.102273E-5 , 5.884741E-5
given , 1.5714286E-5 , 1.2142857E-4 , 5.7285716E-4 , 9.000001E-5 , 9.000001E-5 , 4.5571433E-4 , 9.000001E-5
goal , 0.0028195488 , 0.029135339 , 9.3984965E-4 , 0.023496242 , 0.017857144 , 0.055451132 , 0.017857144
goals , 0.0017857144 , 0.055357143 , 0.0017857144 , 0.023214286 , 0.01964286 , 0.01607143 , 0.033928573
god , 6.824386E-4 , 0.018577496 , 0.030406432 , 0.008113436 , 0.0088717025 , 0.064225055 , 0.012359722
goes , 0.005791506 , 0.036679536 , 6.435007E-4 , 0.014800515 , 0.034105536 , 0.026383527 , 0.027670529
golden , 0.006493507 , 0.006493507 , 0.006493507 , 0.01948052 , 0.006493507 , 0.084415585 , 0.045454547
golf , 0.010204082 , 0.05102041 , 0.010204082 , 0.071428575 , 0.010204082 , 0.010204082 , 0.030612247
gone , 0.0027590438 , 0.038320053 , 3.065604E-4 , 0.02912324 , 0.026670756 , 0.022992032 , 0.024218272
good , 0.004249292 , 0.022865238 , 6.744908E-5 , 0.021516256 , 0.024079321 , 0.04917038 , 0.02124646
goods , 0.006493507 , 0.032467537 , 0.006493507 , 0.084415585 , 0.006493507 , 0.032467537 , 0.006493507
got , 0.0074791694 , 0.024846906 , 0.020128502 , 0.024344945 , 0.014908142 , 0.03428371 , 0.017116755
graduate , 0.0025150906 , 0.0055331993 , 5.0301815E-4 , 5.0301815E-4 , 0.003521127 , 0.12927566 , 0.003521127
